Ranked list of top compounds using CMAP dataset
Rank	Score	Type	ID	Name	Description
4421	0.11	cp	BRD-K08417745	SID-26681509	Cathepsin inhibitor
4422	0.11	cp	BRD-K78838262	austricine	Hypolipidemic
4423	0.11	cp	BRD-K25224017	pirenperone	Serotonin receptor antagonist
4424	0.11	cp	BRD-K30240666	clemastine	Histamine receptor antagonist
4431	0.08	cp	BRD-K60274257	dephostatin	Tyrosine phosphatase inhibitor
4435	0.07	cp	BRD-A56359832	zileuton	Leukotriene inhibitor
4436	0.07	cp	BRD-K24132293	piperlongumine	Glutathione transferase inhibitor
4437	0.07	cp	BRD-A49160188	donepezil	Acetylcholinesterase inhibitor
4438	0.07	cp	BRD-K43068349	AMG-9810	TRPV antagonist
4439	0.07	cp	BRD-K11129031	gemfibrozil	Lipoprotein lipase activator
4445	0.04	cp	BRD-K20742498	RS-39604	Serotonin receptor antagonist
4446	0.04	cp	BRD-A90799790	isradipine	Calcium channel blocker
4448	0.04	cp	BRD-K49111258	prazosin	Adrenergic receptor antagonist
4451	0.03	cp	BRD-K06147391	telenzepine	Acetylcholine receptor antagonist
4452	0.03	cp	BRD-K18816859	L-694247	Serotonin receptor agonist
4453	0.03	cp	BRD-K03842655	penitrem-a	Potassium channel blocker
4454	0.03	cp	BRD-K29313308	HDAC3-selective	HDAC inhibitor
4455	0.03	cp	BRD-K61250553	loperamide	Opioid receptor agonist
4456	0.03	cp	BRD-K00234327	RU-24969	Serotonin receptor agonist
4457	0.03	cp	BRD-A09533288	verapamil	Calcium channel blocker
4458	0.03	cp	BRD-K80738081	resveratrol	Cytochrome P450 inhibitor
4460	0.02	cp	BRD-K04466929	Merck60	HDAC inhibitor
4461	0.02	cp	BRD-K66874953	pifithrin-alpha	TP53 inhibitor
4841	0	cp	BRD-A15493168	tetracycline	Bacterial 30S ribosomal subunit inhibitor
4842	0	cp	BRD-K13356952	methazolamide	Carbonic anhydrase inhibitor
4843	0	cp	BRD-K82216340	medroxyprogesterone	progesterone receptor agonist
4844	0	cp	BRD-K94070024	depomedrol	Glucocorticoid receptor agonist
4845	0	cp	BRD-K90864987	cobalt(II)-chloride	HSP inducer
4846	0	cp	BRD-K83636919	entacapone	Catechol O methyltransferase inhibitor
4847	0	cp	BRD-K56450366	NSC-94258	Antineoplastic
4848	0	cp	BRD-K31491153	1-phenylbiguanide	Serotonin receptor agonist
4849	0	cp	BRD-K20197062	SA-94315	Caspase inhibitor
4850	0	cp	BRD-K06817181	BRD-K06817181	JAK inhibitor
4851	0	cp	BRD-K36627727	tamibarotene	Retinoid receptor agonist
4852	0	cp	BRD-K37130656	rivaroxaban	Coagulation inhibitor
4853	0	cp	BRD-K48722833	iloperidone	Dopamine receptor antagonist
4854	0	cp	BRD-K70557564	zosuquidar	P-glycoprotein inhibitor
4855	0	cp	BRD-K91696562	orantinib	FGFR inhibitor
4856	0	cp	BRD-K91900765	VX-745	p38 MAPK inhibitor
4857	0	cp	BRD-K16485616	mocetinostat	HDAC inhibitor
4858	0	cp	BRD-K02965346	SU-11274	Hepatocyte growth factor receptor inhibitor
4859	0	cp	BRD-K46212057	voriconazole	Cytochrome P450 inhibitor
4860	0	cp	BRD-K99451608	lopinavir	HIV protease inhibitor
4861	0	cp	BRD-K78431006	crizotinib	ALK inhibitor
4862	0	cp	BRD-K82091397	SB-239063	p38 MAPK inhibitor
4863	0	cp	BRD-K13566078	BMS-345541	IKK inhibitor
4864	0	cp	BRD-K99545815	PF-562271	Focal adhesion kinase inhibitor
4865	0	cp	BRD-K00184207	GR-206	Aryl hydrocarbon receptor ligand
4866	0	cp	BRD-K62012036	acitretin	Retinoid receptor agonist
4867	0	cp	BRD-A77118605	BML-ST330	Phospholipase inhibitor
4868	0	cp	BRD-K57926513	tyrphostin-AG-1295	PDGFR receptor inhibitor
4869	0	cp	BRD-A59808129	guggulsterone	Cholesterol inhibitor
4870	0	cp	BRD-A52193669	withaferin-a	IKK inhibitor
4871	0	cp	BRD-K63915849	AS-604850	PI3K inhibitor
4872	0	cp	BRD-K83972459	JWE-035	Aurora kinase inhibitor
4873	0	cp	BRD-K19220233	JNK-9L	JNK inhibitor
4874	0	cp	BRD-K22009844	phenprobamate	Muscle relaxant
4875	0	cp	BRD-K08924299	palonosetron	Serotonin receptor antagonist
4876	0	cp	BRD-A14208071	oxyphenonium	Cholinergic receptor antagonist
4877	0	cp	BRD-K10860596	granisetron	Serotonin receptor antagonist
4878	0	cp	BRD-A07395371	esmolol	Adrenergic receptor antagonist
4879	0	cp	BRD-K90976994	dehydrocholic-acid	Bile acid
4880	0	cp	BRD-K90733503	cefalexin	Bacterial cell wall synthesis inhibitor
4881	0	cp	BRD-K04993501	cefixime	Bacterial cell wall synthesis inhibitor
4882	0	cp	BRD-K62982419	cilomilast	Phosphodiesterase inhibitor
4883	0	cp	BRD-K64785675	TG100-115	-666
4884	0	cp	BRD-K24681473	YM-155	Survivin inhibitor
4885	0	cp	BRD-K05926469	lenalidomide	Antineoplastic
4886	0	cp	BRD-M07438658	lapatinib	EGFR inhibitor
4887	0	cp	BRD-K15402119	huperzine-a	Acetylcholinesterase inhibitor
4888	0	cp	BRD-K64310881	MW-STK33-3B	Potassium channel activator
4889	0	cp	BRD-A74771556	nikkomycin	Chitin inhibitor
4890	0	cp	BRD-K56745457	azauridine	Antiviral
4891	0	cp	BRD-A67438293	treprostinil	Prostacyclin analog
4892	0	cp	BRD-K78278890	NM-PP1	Mutant kinase inhibitor
4893	0	cp	BRD-K32795028	1-benzylimidazole	Thromboxane synthase inhibitor
4894	0	cp	BRD-U44700465	HG-5-88-01	Protein kinase inhibitor
4895	0	cp	BRD-K74761218	WT-171	HDAC inhibitor
4896	0	cp	BRD-K29113274	ketoconazole	Sterol demethylase inhibitor
4897	0	cp	BRD-K28346421	rifapentine	RNA polymerase inhibitor
4898	0	cp	BRD-K35240538	methylprednisolone	Glucocorticoid receptor agonist
4899	0	cp	BRD-A10070317	propranolol	Adrenergic receptor antagonist
4900	0	cp	BRD-K59633790	VU-0420363-1	SARS coronavirus 3C-like protease inhibitor
4901	0	cp	BRD-A52172093	VU-0413807-2	Calcium channel blocker
4902	0	cp	BRD-K30570479	VU-0400195-3	Glutamate receptor modulator
4903	0	cp	BRD-K84141129	VU-0400193-3	Glutamate receptor modulator
4904	0	cp	BRD-A01145011	zebularine	DNA methyltransferase inhibitor
4905	0	cp	BRD-A79465854	auranofin	NFkB pathway inhibitor
4906	0	cp	BRD-K60623809	SU-11652	Tyrosine kinase inhibitor
4907	0	cp	BRD-A73680854	PT-630	Dipeptidyl peptidase inhibitor
4908	0	cp	BRD-K89687904	PKCbeta-inhibitor	PKC inhibitor
4909	0	cp	BRD-K16406336	methylene-blue	Guanylyl cyclase inhibitor
4910	0	cp	BRD-K01779529	fluoropyruvate	Pyruvate dehydrogenase kinase inhibitor
4911	0	cp	BRD-K28296557	AKT-inhibitor-IV	AKT inhibitor
4912	0	cp	BRD-K17705806	JTC-801	Opioid receptor antagonist
4913	0	cp	BRD-A60070924	alpha-estradiol	Estrogen receptor agonist
4914	0	cp	BRD-K18678457	ZD-7288	HCN channel blocker
4915	0	cp	BRD-K59650319	YM-298198	Glutamate receptor antagonist
4916	0	cp	BRD-K94832621	Y-134	Estrogen receptor antagonist
4917	0	cp	BRD-A20968261	WAY-213613	Glutamate inhibitor
4918	0	cp	BRD-K45068323	W-13	Calmodulin antagonist
4919	0	cp	BRD-A96897502	U-74389F	Lipid peroxidase inhibitor
4920	0	cp	BRD-K68332390	ponalrestat	Aldose reductase inhibitor
4921	0	cp	BRD-K97330509	SRC-kinase-inhibitor-II	SRC inhibitor
4922	0	cp	BRD-A70649075	sulconazole	Sterol demethylase inhibitor
4923	0	cp	BRD-K72895815	SSR-69071	Leukocyte elastase inhibitor
4924	0	cp	BRD-K14807180	SB-221284	Serotonin receptor antagonist
4925	0	cp	BRD-A22707317	SB-205384	GABA receptor modulator
4926	0	cp	BRD-A43974499	reboxetine	Adrenergic receptor antagonist
4927	0	cp	BRD-K97564742	mepyramine	Histamine receptor antagonist
4928	0	cp	BRD-A26334849	propafenone	Antiarrhythmic
4929	0	cp	BRD-K28863208	PNU-282987	Cholinergic receptor agonist
4930	0	cp	BRD-K95435023	PHA-665752	c-Met inhibitor
4931	0	cp	BRD-K57569181	pentoxifylline	Phosphodiesterase inhibitor
4932	0	cp	BRD-A75478957	PD-166793	Metalloproteinase inhibitor
4933	0	cp	BRD-A29289453	PCA-4248	Platelet activating factor receptor antagonist
4934	0	cp	BRD-K16195444	oxymetazoline	Adrenergic receptor agonist
4935	0	cp	BRD-K86958018	olvanil	TRPV agonist
4936	0	cp	BRD-A10355991	norketamine	Glutamate receptor antagonist
4937	0	cp	BRD-A41833852	naloxone	Opioid receptor antagonist
4938	0	cp	BRD-A50928468	norgestrel	Progesterone receptor agonist
4939	0	cp	BRD-K36009368	NNC-63-0532	Opioid receptor agonist
4940	0	cp	BRD-K40990712	hexamethyleneamiloride	Sodium/hydrogen antiport inhibitor
4941	0	cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor
4942	0	cp	BRD-K95202259	ML-3163	p38 MAPK inhibitor
4943	0	cp	BRD-K24526313	levcromakalim	Potassium channel activator
4944	0	cp	BRD-K24675965	LY-288513	CCK receptor antagonist
4945	0	cp	BRD-K01648091	LE-300	Dopamine receptor antagonist
4946	0	cp	BRD-K70241288	L-692585	Growth hormone releasing peptide ligand agonist
4947	0	cp	BRD-A81177136	KN-62	Calcium-calmodulin dependent protein kinase inhibitor
4948	0	cp	BRD-K04546108	JAK3-inhibitor-VI	JAK inhibitor
4949	0	cp	BRD-K43860855	iobenguane	Antineoplastic
4950	0	cp	BRD-K25906698	immepip	Histamine receptor agonist
4951	0	cp	BRD-K85383046	IAA-94	Chloride channel blocker
4952	0	cp	BRD-K04146668	GW-441756	Growth factor receptor inhibitor
4953	0	cp	BRD-K02283807	GR-32191	Thromboxane receptor antagonist
4954	0	cp	BRD-K52394958	GR-159897	Tachykinin antagonist
4955	0	cp	BRD-K17896185	FIT	Opioid receptor agonist
4956	0	cp	BRD-K46068882	eugenitol	Bacterial quorum sensing inhibitor
4957	0	cp	BRD-A39747742	estradiol-valerate	Estrogen receptor agonist
4958	0	cp	BRD-K63913457	eicosatrienoic-acid	Vasodilator
4959	0	cp	BRD-K71499074	diclofenamide	Carbonic anhydrase inhibitor
4960	0	cp	BRD-K94920105	DR-2313	PARP inhibitor
4961	0	cp	BRD-K01624546	docosatrienoic-acid	LTB4 inhibitor
4962	0	cp	BRD-K31699485	DMEOB	glutamate receptor modulator
4963	0	cp	BRD-A75402480	desoxycorticosterone	Mineralocorticoid receptor agonist
4964	0	cp	BRD-A41250306	cyclopenthiazide	Thiazide diuretic
4965	0	cp	BRD-K18618618	cimetidine	Histamine receptor antagonist
4966	0	cp	BRD-A18202423	CPCCOEt	Glutamate receptor antagonist
4967	0	cp	BRD-A93000692	ciglitazone	PPAR receptor agonist
4968	0	cp	BRD-A81866333	CGS-21680	Adenosine receptor agonist
4969	0	cp	BRD-A89672324	CGP-55845	GABA receptor antagonist
4970	0	cp	BRD-A38913120	BH3I-1	BCL inhibitor
4971	0	cp	BRD-K75615183	talipexole	Adrenergic receptor agonist
4972	0	cp	BRD-K63792901	arecaidine	Acetylcholine receptor agonist
4973	0	cp	BRD-K15164005	apoptosis-activator-II	Carboxylesterase inhibitor
4974	0	cp	BRD-K33204703	AG-370	PDGFR receptor inhibitor
4975	0	cp	BRD-K87991767	umbelliferone	Cyclooxygenase inhibitor
4976	0	cp	BRD-A39268308	epibatidine	Acetylcholine receptor agonist
4977	0	cp	BRD-K42679050	Y-27152	Potassium channel activator
4978	0	cp	BRD-A10303790	talampicillin	Bacterial cell wall synthesis inhibitor
4979	0	cp	BRD-K55454768	TAS-301	Calcium-calmodulin dependent protein kinase inhibitor
4980	0	cp	BRD-K54411430	robustic-acid	cAMP inhibitor
4981	0	cp	BRD-K38251852	paxilline	Potassium channel blocker
4982	0	cp	BRD-A97479839	piperidolate	Acetylcholine receptor antagonist
4983	0	cp	BRD-A83855350	naltrexone	Opioid receptor antagonist
4984	0	cp	BRD-A09467419	mebeverine	Acetylcholine receptor antagonist
4985	0	cp	BRD-K27305650	LY-294002	MTOR inhibitor
4986	0	cp	BRD-A32836748	leu-enkephalin	Opioid receptor agonist
4987	0	cp	BRD-A48809242	IB-MECA	Adenosine receptor agonist
4988	0	cp	BRD-K50464341	berbamine	Calmodulin antagonist
4989	0	cp	BRD-K95309561	dienestrol	Estrogen receptor agonist
4990	0	cp	BRD-K55677650	CO-101244	Ionotropic glutamate receptor antagonist
4991	0	cp	BRD-K32828673	chelidonine	Tubulin inhibitor
4992	0	cp	BRD-K41707108	ceramide	Phosphoenolpyruvate carboxylase activator
4993	0	cp	BRD-K51223576	AG-99	Tyrosine kinase inhibitor
6498	0	cp	BRD-K51313569	palbociclib	CDK inhibitor
6499	0	cp	BRD-K94294671	OSI-027	MTOR inhibitor
6500	0	cp	BRD-K83963101	MLN-8054	Aurora kinase inhibitor
6501	0	cp	BRD-K53561341	KIN001-220	Aurora kinase inhibitor
6502	0	cp	BRD-K36740062	GSK-1070916	Aurora kinase inhibitor
6503	0	cp	BRD-K93918653	quizartinib	FLT3 inhibitor
6504	0	cp	BRD-K77908580	entinostat	HDAC inhibitor
6505	0	cp	BRD-A07765530	epinephrine	carbonic anhydrase activator
6506	0	cp	BRD-K67261995	adipiodone	Contrast agent
6507	0	cp	BRD-A77291778	cyclopentolate	Acetylcholine receptor antagonist
6508	0	cp	BRD-K76304753	phenazopyridine	Local anesthetic
6509	0	cp	BRD-K13571841	pepstatin	Aspartic protease inhibitor
6510	0	cp	BRD-A75552914	isoxicam	Cyclooxygenase inhibitor
6511	0	cp	BRD-K32318651	acyclovir	DNA polymerase inhibitor
6512	0	cp	BRD-K91699951	benzonatate	Local anesthetic
6513	0	cp	BRD-A24228527	ofloxacin	Bacterial DNA gyrase inhibitor
6514	0	cp	BRD-A13946108	sulindac	Cyclooxygenase inhibitor
6515	0	cp	BRD-A88774919	doxycycline	Bacterial 30S ribosomal subunit inhibitor
6516	0	cp	BRD-K70976396	cefoxitin	Bacterial cell wall synthesis inhibitor
6517	0	cp	BRD-K94830329	ataluren	CFTR channel agonist
6518	0	cp	BRD-K52522949	NCH-51	HDAC inhibitor
6519	0	cp	BRD-A51382177	fosinopril	ACE inhibitor
6520	0	cp	BRD-A50311610	meclozine	CAR agonist
6521	0	cp	BRD-K08273968	griseofulvin	Tubulin inhibitor
6522	0	cp	BRD-K88868628	iodoacetic-acid	Cysteine peptidase inhibitor
6523	0	cp	BRD-K49519144	LY-2140023	Glutamate receptor agonist
6524	0	cp	BRD-K35458079	edaravone	Nootropic agent
6525	0	cp	BRD-K11905747	spectinomycin	Bacterial 30S ribosomal subunit inhibitor
6526	0	cp	BRD-K90885812	propantheline	Acetylcholine receptor antagonist
6527	0	cp	BRD-A67605442	tetrahydrobiopterin	Nitric oxide stimulant
6528	0	cp	BRD-K36862742	hydroflumethiazide	Sodium/potassium/chloride transporter inhibitor
6529	0	cp	BRD-K53790871	triamcinolone	Glucocorticoid receptor agonist
6530	0	cp	BRD-K11801786	trimidox	Ribonucleotide reductase inhibitor
6531	0	cp	BRD-K21520694	sulfacetamide	PABA antagonist
6532	0	cp	BRD-K94353609	fluocinolone	Glucocorticoid receptor agonist
6533	0	cp	BRD-A50157456	terbutaline	Adrenergic receptor agonist
6534	0	cp	BRD-K62363391	dapsone	Bacterial antifolate
6535	0	cp	BRD-K55301415	abiraterone	17,20 lyase inhibitor
6536	0	cp	BRD-K34098590	tienilic-acid	Sodium/potassium/chloride transporter inhibitor
6537	0	cp	BRD-K10852020	tolcapone	Catechol O methyltransferase inhibitor
6538	0	cp	BRD-K98426715	tubacin	HDAC inhibitor
6539	0	cp	BRD-K06080977	eicosatetraynoic-acid	Cyclooxygenase inhibitor
6540	0	cp	BRD-K71512533	SNS-314	Aurora kinase inhibitor
6541	0	cp	BRD-K55991774	BAS-09104376	HIV integrase inhibitor
6542	0	cp	BRD-K19416115	sitagliptin	Dipeptidyl peptidase inhibitor
6543	0	cp	BRD-K07403598	CAY-10470	NFkB pathway inhibitor
6544	0	cp	BRD-A01826957	xanthinol	Vasodilator
6545	0	cp	BRD-K67637637	olopatadine	Histamine receptor antagonist
6546	0	cp	BRD-K41410256	balsalazide	Cyclooxygenase inhibitor
6547	0	cp	BRD-K05673000	dicloxacillin	Bacterial cell wall synthesis inhibitor
6548	0	cp	BRD-K30649484	mafenide	Carbonic anhydrase inhibitor
6549	0	cp	BRD-K15108141	gemcitabine	Ribonucleotide reductase inhibitor
6550	0	cp	BRD-K50128260	sildenafil	Phosphodiesterase inhibitor
6551	0	cp	BRD-K07303502	arachidonyl-trifluoro-methane	Cytosolic phospholipase inhibitor
6552	0	cp	BRD-K11853856	PJ-34	PARP inhibitor
6553	0	cp	BRD-A47513740	calyculin	Protein phosphatase inhibitor
6554	0	cp	BRD-K55748775	SCH-28080	ATPase inhibitor
6555	0	cp	BRD-K26979635	NS-3694	Glutamate receptor antagonist
6556	0	cp	BRD-A18620900	estriol	Estrogen receptor agonist
6560	-0.01	cp	BRD-K17561142	amiodarone	Potassium channel blocker
6561	-0.03	cp	BRD-A91699651	chloroquine	Antimalarial
6562	-0.03	cp	BRD-A91008255	bepridil	Calcium channel blocker
6563	-0.03	cp	BRD-K63828191	raloxifene	Estrogen receptor antagonist
6564	-0.03	cp	BRD-K68143200	SA-792541	CDC inhibitor
6565	-0.04	cp	BRD-K94649603	taxifolin	Opioid receptor antagonist
6566	-0.05	cp	BRD-K87158025	benzamil	Sodium channel blocker
6569	-0.07	cp	BRD-K08252256	diclofenac	Cyclooxygenase inhibitor
6570	-0.07	cp	BRD-K94512704	spiramide	Dopamine receptor antagonist
6571	-0.07	cp	BRD-A16311756	profenamine	Butyrylcholinesterase inhibitor
6575	-0.11	cp	BRD-K82846253	repaglinide	Insulin secretagogue
6576	-0.14	cp	BRD-A80017228	bendroflumethiazide	Sodium/potassium/chloride transporter inhibitor
6577	-0.14	cp	BRD-K76723084	isotretinoin	Retinoid receptor agonist
6579	-0.18	cp	BRD-K66296774	fluvastatin	HMGCR inhibitor
6580	-0.18	cp	BRD-K25311561	KU-55933	ATM kinase inhibitor
6581	-0.18	cp	BRD-K32821942	azathioprine	Dehydrogenase inhibitor
6582	-0.18	cp	BRD-A36074203	remacemide	Glutamate receptor antagonist
6583	-0.21	cp	BRD-A11678676	wortmannin	PI3K inhibitor
6584	-0.21	cp	BRD-A50764878	MDL-73005EF	Serotonin receptor antagonist
6585	-0.25	cp	BRD-A34817987	itraconazole	Cytochrome P450 inhibitor
6586	-0.25	cp	BRD-K10995081	perphenazine	Dopamine receptor antagonist
6589	-0.28	cp	BRD-K02113016	olaparib	PARP inhibitor
6590	-0.28	cp	BRD-K39120595	bithionol	Autotaxin inhibitor
6592	-0.32	cp	BRD-K81528515	nilotinib	ABL inhibitor
6593	-0.32	cp	BRD-K64610608	EMF-bca1-57	caspase inhibitor
6594	-0.32	cp	BRD-K15409150	penfluridol	T-type calcium channel blocker
6595	-0.32	cp	BRD-K64514229	toltrazuril	Antiprotozoal
6596	-0.35	cp	BRD-K88429204	pyrimethamine	Dihydrofolate reductase inhibitor
6599	-0.37	cp	BRD-K32645441	dipropyl-5ct	Serotonin receptor agonist
6600	-0.39	cp	BRD-A34806832	proscillaridin	ATPase inhibitor
6601	-0.39	cp	BRD-K63945320	dihydrosamidin	Phospholipase inhibitor
6603	-0.42	cp	BRD-A02176148	tubaic-acid	Mitochondrial complex I inhibitor
6604	-0.42	cp	BRD-A54490543	pirlindole	Monoamine oxidase inhibitor
6605	-0.42	cp	BRD-A22143024	estropipate	Estrogen receptor agonist
6606	-0.42	cp	BRD-K17075857	chloroxine	Opioid receptor antagonist
6607	-0.42	cp	BRD-K89839824	raltitrexed	Thymidylate synthase inhibitor
6610	-0.46	cp	BRD-K92817986	BJM-CSC-19	MEK inhibitor
6611	-0.46	cp	BRD-A62182663	YK-4279	Apoptosis stimulant
6614	-0.49	cp	BRD-K83322645	L-693403	Sigma receptor agonist
6615	-0.49	cp	BRD-K39339537	epirizole	Cyclooxygenase inhibitor
6616	-0.49	cp	BRD-A11135865	nor-binaltorphimine	Opioid receptor antagonist
6617	-0.53	cp	BRD-K44353683	nateglinide	Insulin secretagogue
6618	-0.53	cp	BRD-K54708045	nTZDpa	PPAR receptor agonist
6619	-0.53	cp	BRD-K95739795	tetrabenazine	Vesicular monoamine transporter inhibitor
6621	-0.53	cp	BRD-A84481105	thioridazine	Dopamine receptor antagonist
6622	-0.53	cp	BRD-K15563106	phloretin	Sodium/glucose cotransporter inhibitor
6624	-0.56	cp	BRD-K63923597	barasertib	Aurora kinase inhibitor
6625	-0.56	cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist
6626	-0.56	cp	BRD-K67847053	guanabenz	Adrenergic receptor agonist
6627	-0.56	cp	BRD-A25234499	aminoglutethimide	Glucocorticoid receptor antagonist
6628	-0.56	cp	BRD-A75517195	thiazolopyrimidine	CDC inhibitor
6630	-0.6	cp	BRD-K73991644	isoquercetin	Aldose reductase inhibitor
6631	-0.6	cp	BRD-K39391626	ethylestrenol	Progesterone receptor agonist
6632	-0.6	cp	BRD-K23383398	T-0901317	LXR agonist
6633	-0.6	cp	BRD-K74765201	tomelukast	Leukotriene receptor antagonist
6634	-0.6	cp	BRD-K70301876	escitalopram	Selective serotonin reuptake inhibitor (SSRI)
6635	-0.6	cp	BRD-K05653692	DL-PDMP	Glucosyltransferase inhibitor
6636	-0.63	cp	BRD-K19525698	ozagrel	Thromboxane synthase inhibitor
6637	-0.63	cp	BRD-K72703948	ZM-447439	Aurora kinase inhibitor
6644	-0.67	cp	BRD-K07325606	hispidin	PKC inhibitor
6645	-0.67	cp	BRD-K59273480	propentofylline	Adenosine reuptake inhibitor
6649	-0.7	cp	BRD-K33312228	halometasone	Glucocorticoid receptor agonist
6650	-0.7	cp	BRD-K64994968	progesterone	Progesterone receptor agonist
6651	-0.7	cp	BRD-K28307902	flutamide	Androgen receptor antagonist
6652	-0.7	cp	BRD-K69932463	AZD-8055	MTOR inhibitor
6653	-0.7	cp	BRD-A29734509	disopyramide	Sodium channel blocker
6654	-0.7	cp	BRD-K20755323	SA-792728	Sphingosine kinase inhibitor
6656	-0.74	cp	BRD-K92446736	zatebradine	HCN channel blocker
6657	-0.74	cp	BRD-A42553870	L-152804	Neuropeptide receptor antagonist
6658	-0.74	cp	BRD-M45964048	verteporfin	Photosensitizing agent
6659	-0.74	cp	BRD-K41713976	E-4031	Potassium channel blocker
6663	-0.78	cp	BRD-K46142322	RS-67333	Serotonin receptor partial agonist
6664	-0.78	cp	BRD-K33860217	CP-94253	Serotonin receptor agonist
6665	-0.78	cp	BRD-K36927236	glibenclamide	Sulfonylurea
6666	-0.78	cp	BRD-A55393291	testosterone	Androgen receptor agonist
6667	-0.81	cp	BRD-A94543220	bifonazole	Sterol demethylase inhibitor
6668	-0.81	cp	BRD-K20995441	U-54494A	Opioid receptor agonist
6669	-0.81	cp	BRD-A27554692	altrenogest	Progestogen hormone
6672	-0.83	cp	BRD-K29950728	clomifene	Estrogen receptor antagonist
6674	-0.85	cp	BRD-K61323504	SB-225002	CC chemokine receptor antagonist
6675	-0.85	cp	BRD-A73368467	fexofenadine	Histamine receptor antagonist
6677	-0.88	cp	BRD-K69690935	curcumin	Cyclooxygenase inhibitor
6678	-0.88	cp	BRD-K09635314	M-3M3FBS	phospholipase activator
6679	-0.88	cp	BRD-A44780397	mifepristone	Glucocorticoid receptor antagonist
6680	-0.88	cp	BRD-K75478907	GS-39783	GABA receptor modulator
6681	-0.88	cp	BRD-A15131297	benazepril	ACE inhibitor
6684	-0.88	cp	BRD-A31521121	methocarbamol	Muscle relaxant
6685	-0.88	cp	BRD-A75769826	SDM25N	Opioid receptor antagonist
6686	-0.88	cp	BRD-K02407574	parbendazole	Tubulin inhibitor
6691	-0.92	cp	BRD-K41903098	diphenoxylate	Opioid receptor agonist
6692	-0.92	cp	BRD-K39462424	dexchlorpheniramine	Histamine receptor antagonist
6693	-0.92	cp	BRD-K19605405	ZM-241385	Adenosine receptor antagonist
6694	-0.92	cp	BRD-K28115081	apafant	Platelet activating factor receptor antagonist
6695	-0.92	cp	BRD-A55594068	vinblastine	Microtubule inhibitor
6696	-0.92	cp	BRD-A41145729	methoprene-acid	Retinoid receptor agonist
6697	-0.92	cp	BRD-K80451230	zamifenacin	Acetylcholine receptor antagonist
6698	-0.92	cp	BRD-K02637541	celecoxib	Cyclooxygenase inhibitor
6700	-0.93	cp	BRD-K28761384	zuclopenthixol	Dopamine receptor antagonist
6702	-0.95	cp	BRD-A47829399	artesunate	DNA synthesis inhibitor
6703	-0.95	cp	BRD-K10705233	GW-405833	Cannabinoid receptor agonist
6714	-0.99	cp	BRD-K01292756	pimozide	Dopamine receptor antagonist
6715	-1	cp	BRD-K47328134	lysylphenylalanyl-tyrosine	Heparin activation inhibitor
6717	-1.02	cp	BRD-K84987553	MDM2-inhibitor	MDM inhibitor
6718	-1.02	cp	BRD-K85133207	HDAC1-selective	HDAC inhibitor
6719	-1.02	cp	BRD-K52313696	tacedinaline	HDAC inhibitor
6720	-1.02	cp	BRD-K63630713	etacrynic-acid	Sodium/potassium/chloride transporter inhibitor
6721	-1.03	cp	BRD-K96471533	nitazoxanide	Pyruvate ferredoxin oxidoreductase inhibitor
6722	-1.04	cp	BRD-M47937986	cefatrizine	Bacterial cell wall synthesis inhibitor
6726	-1.06	cp	BRD-K40919711	BAPTA-AM	Potassium channel blocker
6729	-1.06	cp	BRD-K12184916	dactolisib	MTOR inhibitor
6733	-1.09	cp	BRD-K51302260	KU-C103871	GSP agonist
6734	-1.09	cp	BRD-A47633927	NPC-15199	ICAM1 antagonist
6735	-1.09	cp	BRD-K47936004	piribedil	Dopamine receptor agonist
6736	-1.09	cp	BRD-A24817035	laudanosine	Central nervous system agent
6737	-1.09	cp	BRD-K05395900	nicotine	Acetylcholine receptor agonist
6738	-1.09	cp	BRD-K97764662	PD-173074	FGFR inhibitor
6739	-1.09	cp	BRD-K12994359	valdecoxib	Cyclooxygenase inhibitor
6740	-1.12	cp	BRD-K35430135	SR-59230A	Adrenergic receptor antagonist
6742	-1.13	cp	BRD-K60476892	YC-1	Guanylyl cyclase activator
6743	-1.13	cp	BRD-K85013741	auraptene	Nitric oxide production inhibitor
6749	-1.16	cp	BRD-K88611939	aniracetam	Glutamate receptor agonist
6750	-1.16	cp	BRD-K26117720	gingerol	Nitric oxide synthase inhibitor
6753	-1.2	cp	BRD-K29905972	axitinib	PDGFR receptor inhibitor
6754	-1.2	cp	BRD-A69917777	aminopentamide	Acetylcholine receptor antagonist
6755	-1.21	cp	BRD-A41692738	TGX-221	PI3K inhibitor
6756	-1.21	cp	BRD-K70327191	benzoxiquine	Anti-infective
6758	-1.23	cp	BRD-K00337317	NU-7441	DNA dependent protein kinase inhibitor
6759	-1.23	cp	BRD-K70577657	H-9	PKA inhibitor
6760	-1.23	cp	BRD-K85266041	DNQX	Glutamate receptor antagonist
6762	-1.23	cp	BRD-A92670106	tocainide	Sodium channel blocker
6772	-1.27	cp	BRD-K92984783	melperone	Serotonin receptor antagonist
6773	-1.27	cp	BRD-K87932577	CDK1-5-inhibitor	CDK inhibitor
6774	-1.27	cp	BRD-A77349281	RK-682	Tyrosine phosphatase inhibitor
6775	-1.27	cp	BRD-K08973992	linoleic-acid	Oxidative stress inducer
6776	-1.27	cp	BRD-K63979671	etifenin	Compound used in hepatobiliary scans of the liver
6779	-1.3	cp	BRD-K93441486	diphemanil	Acetylcholine receptor antagonist
